"Sta","Gr","Abr.alb","Abr.nit","Apo.pes","Arc.isl","Ant.ent","Ast.ell","Ast.mon","Ast.sul","Buc.und","Cau.cla","Cor.gib","Cus.cus","Cyl.alb","Dia.min","Enn.ten","Eus.mon","Hia.arc","Kur.bid","Lep.cae","Mac.cal","Mya.tru","Myt.edu","Nuc.per","Par.min","Par.ova","Phi.sca","Pse.pes","Ris_fam","Tel.fer","Thy.equ","Thy.fle","Thy.gou","Thy.sar","Amp.chi","Amp.fil","Amp.squ","Bri.lyr","Ech.cor","Ech.fla","Oph.acu.e","Oph.aff","Oph.alb","Oph.fra","Oph.oph","Oph.rob","Str.dro","Ano.gra","Ama.aur","Ama.tri","Amp.gun","Aph.acu","Bra.vil","Cha.nil","Cha.set","Cos.lon","Dip.cfc","Dip.gla","Ete.cfl","Euc.rub","Eum.san","Eun.pen","Eup.neb","Exo.ver","Fla.aff","Gal.oci","Gly.alb","Gly.lap","Gly.rou","Gon.mac","Gyp.ros","Har.cff","Het.fil","Lae.fil","Lao.cir","Mal.sar","Med.fra","Mel.cri","Mel.eli","Neo.gra","Nep.cil","Nic.zos","Oph.acu.p","Oph.fle","Orb.nor","Orb.ser","Par.eli","Par.jef","Pet.bor","Phe.fal","Phe.plu","Pho.cfa","Pho.cfi","Pho.pal","Phy.gro","Phy.ros","Pis.cri","Pis.lor","Pol.cra","Pol.med","Pol.cfn","Pra.lon","Pri.cir","Pri.fal","Pse.pau","Rho.gra","Rho.lov","Sab.oct","Sca.inf","Sco.arm","Sco.fra","Sco.cfm","Sig.fus","Sph.fla","Spi.kro","Spi.typ","Str.bai","Syl.arm","Ter.str","Tri.gla","Tri.ros","Typ.arm","Typ.cor"
19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,14,1,0,0,0,0,0,0,0
19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,1,0,0,0,2
19,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,1
20,1,0,1,0,1,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,2,0,0,0,1,0,4,1,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,4,1,3,0,1,1,1,0,0,0,0,0,2,0,0,0,8,2,0,0,0,0,0,0,3
20,2,0,2,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,15,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,1
20,3,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0,1,0,9,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1,2,0,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,0,1,2,0,0,1
20,4,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,6,0,6,0,0,0,5,0,0,0,0,0,2,0,0,0,5,2,0,0,0,1,0,0,2
21,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,3,1,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,5,1,1,0,0,2,0,0,0,0,0,0,7,0,0,0,17,1,1,0,3,0,2,0,2
21,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,22,0,0,0,1,1,0,0,1
21,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,0,11,0,0,0,0
21,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,12,0,1,0,5,0,0,0,1
22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,0,3
22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,12,1,0,0,0,0,0,0,2,1,1,0,23,0,0,0,3,0,1,0,1
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,1,0,0,0,1,0,0,1
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,8,0,0,0,1,0,1,0,3
23,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,10,2,0,4,0,0,0,3
23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,35,3,0,0,1,0,1,0,2
23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,3,4,0,0,0,0,0,6,1,0,0,45,4,0,0,3,1,0,0,4
23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,28,7,0,0,1,0,1,0,4
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,3,0,0,0,3
24,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,4,2,0,0,1,0,0,0,0,1,0,5,0,0,0,20,1,0,0,1,0,0,0,1
24,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,1,0,0,2
24,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,38,0,0,5,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,8,0,0,2,6,4,0,0,0,0,0,4,0,0,0,25,2,0,0,5,1,0,0,0
25,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,6,2,0,0,0,0,142,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,3,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,5,0,5,0,0,0,1,1,7,0,0,0,5,0,0,0,7,0,0,0,2
25,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,26,0,2,0,0,0,0,4,1,0,1,0,0,1,3,0,1,0,0,2,5,0,11,0,2,3,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,3,2,0,0,13,3,293,0,0,0,0,9,2,0,0,1,1,1,0,0,3,0,0,0,5
25,4,0,2,0,0,0,0,3,0,0,0,5,0,0,0,0,0,1,0,17,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,6,0,0,0,2,0,14,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,6,0,0,4,0,0,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,2,0,5,2,131,1,0,0,0,3,3,0,0,1,0,0,0,0,5,0,1,0,3
26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,4,1,0,0,0,0,0,1,2,1,0,0,85,2,0,0,1,0,0,0,2
26,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,6,0,1,0,22,1,0,0,0,0,0,0,1
26,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,2,0,19,1,0,0,0,0,0,0,6,0,0,0,26,1,0,0,1,0,0,0,2
26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,0,1,0,0,0,0,0,1,0,5,0,0,0,18,0,0,0,1,0,0,0,7
27,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,1,0,1,0,0,0,3
27,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,3,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,17,8,1,0,1,0,0,0,2
27,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,2,2,0,1,1,0,0,0,0,0,0,2,0,0,0,7,3,1,1,2,0,0,0,0
27,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,0,0,1,0,0,0,2
28,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,3,0,0,0,5,0,0,0,0,0,4,1,0,0,9,4,0,0,6,0,0,0,1
28,2,0,2,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,9,0,0,0,0,0,2,0,0,1,28,1,0,1,2,0,1,0,3
28,3,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,16,0,0,2,1,1,2,0,0,0,0,2,0,0,0,1,0,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,26,0,0,0,2,0,0,0,1
28,4,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,27,1,0,0,3,0,0,0,0
